Total amount Withdrawn,No Of Withdrawals
633400.0,109.0
428000.0,142.0
765000.0,142.0
379100.0,73.0
738900.0,173.0
376700.0,84.0
328100.0,109.0
508600.0,150.0
392500.0,101.0
317800.0,116.0
498900.0,97.0
343700.0,120.0
568900.0,151.0
470300.0,104.0
480400.0,113.0
588400.0,101.0
457700.0,131.0
448500.0,132.0
423100.0,88.0
528300.0,137.0
888000.0,129.0
378400.0,106.0
529200.0,125.0
347500.0,76.0
772800.0,193.0
532800.0,97.0
404100.0,108.0
496000.0,106.0
360000.0,89.0
591600.0,152.0
358100.0,79.0
352900.0,112.0
701000.0,145.0
467200.0,86.0
412900.0,158.0
421400.0,94.0
64700.0,11.0
527200.0,117.0
504600.0,94.0
560400.0,164.0
385000.0,92.0
246100.0,78.0
321500.0,102.0
360500.0,95.0
408300.0,130.0
528200.0,99.0
424800.0,120.0
534100.0,132.0
655900.0,117.0
748200.0,176.0
928900.0,130.0
511600.0,122.0
452700.0,89.0
777700.0,109.0
811800.0,201.0
529400.0,119.0
291600.0,87.0
198700.0,55.0
688800.0,179.0
436200.0,124.0
569700.0,116.0
462100.0,119.0
552200.0,110.0
291400.0,77.0
902100.0,202.0
883700.0,136.0
485400.0,116.0
737900.0,147.0
893500.0,142.0
1118800.0,216.0
289700.0,63.0
246100.0,70.0
398800.0,102.0
222800.0,70.0
475600.0,166.0
806200.0,134.0
392800.0,97.0
582804.0,130.0
333300.0,108.0
929100.0,169.0
550000.0,107.0
404400.0,103.0
582804.0,130.0
826300.0,146.0
1034200.0,200.0
548700.0,94.0
531700.0,136.0
175100.0,38.0
298700.0,66.0
930900.0,179.0
182800.0,39.0
527000.0,113.0
688700.0,142.0
128400.0,22.0
479000.0,115.0
362100.0,60.0
453600.0,116.0
823800.0,178.0
270900.0,67.0
558200.0,137.0
71700.0,38.0
390900.0,100.0
633600.0,129.0
480500.0,95.0
433300.0,152.0
520400.0,87.0
617100.0,143.0
747800.0,148.0
1020500.0,182.0
1084500.0,256.0
533293.0,97.0
498200.0,133.0
661707.0,161.0
782000.0,173.0
719500.0,159.0
622000.0,111.0
472800.0,112.0
902600.0,168.0
550600.0,111.0
553100.0,138.0
381600.0,76.0
362800.0,121.0
399200.0,92.0
575100.0,93.0
336500.0,101.0
496400.0,98.0
382500.0,97.0
800600.0,151.0
468600.0,163.0
633500.0,133.0
613200.0,118.0
395000.0,106.0
668300.0,126.0
235400.0,39.0
545900.0,137.0
573200.0,107.0
259100.0,83.0
380700.0,76.0
194700.0,50.0
564800.0,153.0
768800.0,116.0
296100.0,102.0
555800.0,128.0
185200.0,44.0
765100.0,192.0
403400.0,75.0
259900.0,68.0
263200.0,85.0
273200.0,76.0
323000.0,114.0
624800.0,81.0
377000.0,93.0
539900.0,119.0
525100.0,80.0
717400.0,173.0
440600.0,86.0
598000.0,119.0
468700.0,118.0
175400.0,48.0
1042600.0,200.0
543600.0,99.0
490800.0,121.0
483200.0,130.0
143400.0,30.0
506300.0,133.0
468700.0,103.0
382000.0,94.0
666900.0,134.0
3300.0,3.0
443300.0,141.0
324000.0,86.0
471700.0,130.0
652600.0,161.0
90000.0,34.0
560900.0,162.0
722400.0,104.0
457000.0,117.0
582804.0,130.0
389700.0,74.0
652300.0,188.0
399200.0,88.0
123200.0,29.0
659600.0,179.0
166200.0,46.0
419700.0,139.0
698500.0,111.0
299800.0,98.0
796600.0,200.0
659400.0,132.0
728100.0,155.0
762100.0,144.0
303300.0,81.0
582804.0,130.0
345300.0,62.0
635000.0,176.0
603800.0,105.0
495000.0,126.0
567700.0,134.0
650300.0,111.0
734500.0,165.0
704800.0,115.0
465900.0,116.0
608700.0,151.0
442900.0,76.0
645600.0,153.0
310700.0,54.0
204600.0,69.0
552281.0,123.0
1151300.0,203.0
1087100.0,192.0
495300.0,121.0
455400.0,123.0
691900.0,149.0
268400.0,40.0
1036600.0,210.0
416600.0,90.0
384600.0,124.0
896500.0,172.0
695800.0,126.0
1017200.0,194.0
606900.0,116.0
284500.0,60.0
390600.0,99.0
671900.0,138.0
588100.0,145.0
613300.0,123.0
297500.0,78.0
856200.0,163.0
777600.0,144.0
1079200.0,205.0
553000.0,104.0
333300.0,95.0
664200.0,167.0
818100.0,143.0
481300.0,92.0
610000.0,85.0
432600.0,150.0
552281.0,123.0
431100.0,82.0
388700.0,138.0
339800.0,60.0
482800.0,140.0
229600.0,35.0
865200.0,150.0
217000.0,43.0
496000.0,76.0
395000.0,156.0
552281.0,123.0
195200.0,43.0
879400.0,249.0
59400.0,21.0
539400.0,129.0
552281.0,123.0
623413.0,153.0
650000.0,120.0
531200.0,80.0
529000.0,140.0
655200.0,154.0
392100.0,63.0
943100.0,205.0
479387.0,86.0
462100.0,132.0
552281.0,123.0
575100.0,109.0
20100.0,8.0
640200.0,97.0
411400.0,90.0
583400.0,142.0
367300.0,76.0
714000.0,180.0
18600.0,7.0
230900.0,88.0
312600.0,101.0
412800.0,89.0
585400.0,140.0
250300.0,50.0
338200.0,108.0
660900.0,134.0
256900.0,63.0
592300.0,165.0
563600.0,92.0
284000.0,93.0
462000.0,104.0
279400.0,53.0
721100.0,173.0
594500.0,99.0
174300.0,61.0
237900.0,74.0
283100.0,45.0
455400.0,163.0
670000.0,98.0
129000.0,32.0
591600.0,108.0
611500.0,109.0
354500.0,130.0
554400.0,86.0
49400.0,11.0
557800.0,123.0
535900.0,96.0
644000.0,161.0
736300.0,104.0
267500.0,61.0
612300.0,113.0
685800.0,130.0
372000.0,96.0
723700.0,100.0
345000.0,100.0
529400.0,118.0
291500.0,64.0
480200.0,137.0
614300.0,106.0
269700.0,102.0
495400.0,113.0
229600.0,71.0
569100.0,154.0
667500.0,126.0
359700.0,108.0
713200.0,169.0
303100.0,61.0
702800.0,175.0
541500.0,93.0
324100.0,110.0
490000.0,137.0
108400.0,48.0
545400.0,148.0
374400.0,74.0
327800.0,113.0
500200.0,113.0
844300.0,142.0
539100.0,142.0
350900.0,93.0
255800.0,102.0
485400.0,109.0
427600.0,81.0
472200.0,130.0
343500.0,65.0
417600.0,113.0
602900.0,124.0
390100.0,73.0
831600.0,170.0
283400.0,86.0
302100.0,81.0
569500.0,134.0
486300.0,97.0
716300.0,157.0
511000.0,85.0
316500.0,89.0
509900.0,109.0
554100.0,106.0
294500.0,109.0
329200.0,77.0
289000.0,118.0
582800.0,125.0
945600.0,163.0
871800.0,214.0
582100.0,105.0
152100.0,40.0
477900.0,102.0
570000.0,137.0
502900.0,169.0
466700.0,98.0
468200.0,123.0
607900.0,152.0
944800.0,207.0
750000.0,173.0
488200.0,115.0
274900.0,100.0
636900.0,126.0
335500.0,67.0
967400.0,195.0
554100.0,113.0
227000.0,102.0
653000.0,139.0
198500.0,31.0
603900.0,152.0
1073200.0,171.0
350100.0,106.0
559134.0,131.0
1091600.0,219.0
992900.0,208.0
747000.0,109.0
398900.0,122.0
616371.0,149.0
708100.0,136.0
885100.0,170.0
509600.0,111.0
414900.0,136.0
955900.0,186.0
420000.0,88.0
619500.0,154.0
500.0,1.0
246500.0,87.0
707700.0,133.0
365900.0,57.0
937300.0,177.0
336100.0,72.0
422500.0,134.0
140100.0,46.0
649000.0,118.0
958500.0,194.0
258400.0,55.0
374900.0,118.0
211800.0,90.0
431500.0,72.0
474300.0,171.0
73100.0,37.0
467700.0,115.0
960500.0,186.0
364800.0,74.0
1134300.0,247.0
268600.0,59.0
784700.0,170.0
739300.0,178.0
144500.0,34.0
993500.0,209.0
330800.0,84.0
493500.0,163.0
616371.0,149.0
34000.0,7.0
10000.0,1.0
649200.0,106.0
410200.0,107.0
762200.0,166.0
365700.0,79.0
229000.0,80.0
511100.0,76.0
376300.0,105.0
239800.0,94.0
530100.0,110.0
347300.0,119.0
303600.0,71.0
395700.0,109.0
654300.0,133.0
988400.0,192.0
482100.0,95.0
399100.0,86.0
321300.0,85.0
407000.0,111.0
276700.0,99.0
707100.0,165.0
315100.0,70.0
314500.0,90.0
573900.0,113.0
588200.0,100.0
507800.0,136.0
839300.0,135.0
173000.0,37.0
558500.0,113.0
590100.0,104.0
461700.0,123.0
269500.0,73.0
385048.0,112.0
554400.0,160.0
238400.0,66.0
357100.0,84.0
519800.0,93.0
359100.0,91.0
637600.0,155.0
564000.0,106.0
556200.0,161.0
324600.0,63.0
335500.0,113.0
484400.0,158.0
242900.0,74.0
310500.0,121.0
469400.0,100.0
445900.0,118.0
569500.0,156.0
490000.0,77.0
465000.0,122.0
497300.0,97.0
361800.0,90.0
369900.0,127.0
312700.0,69.0
267500.0,69.0
560600.0,102.0
404800.0,99.0
827700.0,154.0
352000.0,72.0
685800.0,145.0
229600.0,47.0
456800.0,121.0
566800.0,154.0
562500.0,109.0
528000.0,149.0
252800.0,59.0
261000.0,101.0
394800.0,109.0
371300.0,105.0
571000.0,143.0
496700.0,79.0
395700.0,143.0
713200.0,135.0
826400.0,115.0
711400.0,161.0
273900.0,59.0
399900.0,135.0
339400.0,110.0
247800.0,116.0
441000.0,111.0
551100.0,101.0
416400.0,111.0
473000.0,124.0
217900.0,43.0
499900.0,136.0
759700.0,124.0
414700.0,119.0
733300.0,161.0
708400.0,130.0
698400.0,176.0
599200.0,112.0
344300.0,108.0
563900.0,128.0
822900.0,178.0
899400.0,222.0
435043.0,81.0
350300.0,112.0
676000.0,144.0
523100.0,112.0
865900.0,198.0
646600.0,120.0
375200.0,136.0
712000.0,131.0
173700.0,43.0
789900.0,190.0
670300.0,115.0
346000.0,99.0
602300.0,146.0
609100.0,150.0
390000.0,112.0
599200.0,101.0
486200.0,117.0
523448.0,121.0
396500.0,74.0
952700.0,188.0
620500.0,118.0
421200.0,116.0
71100.0,37.0
445700.0,113.0
155100.0,56.0
213800.0,50.0
293600.0,102.0
687300.0,149.0
331400.0,66.0
863200.0,163.0
194000.0,58.0
453600.0,111.0
540900.0,140.0
359900.0,73.0
651000.0,153.0
329400.0,72.0
498000.0,122.0
608704.0,143.0
598200.0,131.0
725400.0,138.0
173900.0,41.0
377400.0,78.0
523448.0,121.0
623700.0,82.0
1023300.0,228.0
755500.0,132.0
462100.0,151.0
523448.0,121.0
720300.0,148.0
1075500.0,248.0
311500.0,48.0
514800.0,140.0
608704.0,143.0
694500.0,158.0
489000.0,107.0
715600.0,110.0
363900.0,126.0
452000.0,109.0
585600.0,107.0
606800.0,127.0
511300.0,102.0
310900.0,110.0
608600.0,135.0
179200.0,37.0
513600.0,109.0
653500.0,90.0
364000.0,112.0
709600.0,130.0
418200.0,84.0
540900.0,128.0
558900.0,132.0
470700.0,122.0
676100.0,125.0
280000.0,63.0
172500.0,31.0
533000.0,90.0
336300.0,112.0
372400.0,89.0
260000.0,76.0
585500.0,97.0
524500.0,88.0
227300.0,113.0
523448.0,121.0
570400.0,94.0
336400.0,89.0
372400.0,78.0
328800.0,127.0
523448.0,121.0
608704.0,143.0
34200.0,15.0
578500.0,100.0
372500.0,80.0
523448.0,121.0
642700.0,114.0
458300.0,120.0
389600.0,86.0
212400.0,91.0
521500.0,130.0
531700.0,149.0
620400.0,154.0
261700.0,49.0
331500.0,108.0
410300.0,123.0
254200.0,73.0
534100.0,141.0
355800.0,74.0
540000.0,144.0
589800.0,132.0
579600.0,99.0
630400.0,145.0
128600.0,35.0
339100.0,98.0
307900.0,108.0
347600.0,75.0
438500.0,114.0
185200.0,55.0
292700.0,111.0
653200.0,144.0
311200.0,57.0
883600.0,186.0
236800.0,56.0
449700.0,149.0
448533.0,91.0
370800.0,107.0
418900.0,147.0
590400.0,74.0
400600.0,118.0
332500.0,95.0
35000.0,4.0
478700.0,128.0
208600.0,35.0
321400.0,109.0
478300.0,106.0
127800.0,38.0
499600.0,132.0
427300.0,72.0
212900.0,78.0
568800.0,127.0
676200.0,97.0
759000.0,158.0
271400.0,56.0
392200.0,117.0
241100.0,67.0
300200.0,67.0
315200.0,81.0
434300.0,73.0
569900.0,150.0
647100.0,141.0
1101500.0,192.0
585300.0,166.0
568200.0,118.0
422800.0,118.0
390389.0,78.0
770200.0,143.0
820600.0,194.0
514800.0,123.0
430100.0,138.0
620800.0,131.0
252300.0,62.0
571200.0,164.0
551100.0,124.0
37300.0,10.0
490800.0,112.0
301300.0,62.0
463000.0,141.0
821300.0,144.0
451500.0,107.0
603324.0,155.0
661200.0,139.0
478100.0,87.0
670000.0,96.0
420300.0,134.0
638600.0,131.0
453200.0,66.0
893900.0,205.0
722600.0,118.0
420500.0,119.0
560900.0,115.0
188800.0,49.0
596200.0,137.0
390000.0,79.0
491700.0,129.0
555300.0,109.0
513700.0,89.0
1008600.0,187.0
400200.0,63.0
581200.0,128.0
950300.0,160.0
327900.0,78.0
756800.0,217.0
293600.0,50.0
394300.0,105.0
505527.0,121.0
529600.0,120.0
493400.0,143.0
11800.0,3.0
521300.0,135.0
540400.0,112.0
453400.0,84.0
1032600.0,245.0
292300.0,48.0
603400.0,176.0
106900.0,50.0
424100.0,86.0
347600.0,118.0
922900.0,130.0
570700.0,160.0
603324.0,155.0
596900.0,128.0
508900.0,91.0
370200.0,57.0
311100.0,95.0
457100.0,106.0
160200.0,29.0
473700.0,109.0
60800.0,24.0
384200.0,116.0
595600.0,119.0
413800.0,83.0
624000.0,159.0
512600.0,101.0
424700.0,112.0
275400.0,87.0
230600.0,54.0
571300.0,140.0
464800.0,74.0
433500.0,142.0
232600.0,106.0
63800.0,16.0
245900.0,115.0
125700.0,57.0
476500.0,140.0
552200.0,114.0
138800.0,22.0
690200.0,151.0
162100.0,19.0
469200.0,126.0
599500.0,140.0
356800.0,70.0
602000.0,142.0
398700.0,57.0
492900.0,132.0
574600.0,149.0
345400.0,60.0
860600.0,197.0
89600.0,25.0
522700.0,132.0
498900.0,137.0
28400.0,7.0
448200.0,120.0
229300.0,41.0
330900.0,112.0
390389.0,78.0
741600.0,191.0
477800.0,123.0
272900.0,53.0
377000.0,112.0
390389.0,78.0
571600.0,160.0
670200.0,200.0
342500.0,71.0
301100.0,151.0
390389.0,78.0
239800.0,78.0
230100.0,71.0
497200.0,61.0
280700.0,85.0
273600.0,96.0
389400.0,79.0
541800.0,143.0
200100.0,35.0
349200.0,106.0
411400.0,138.0
708300.0,158.0
554400.0,157.0
416700.0,59.0
271600.0,83.0
423800.0,124.0
971300.0,190.0
632000.0,175.0
369200.0,82.0
357800.0,122.0
537300.0,124.0
486100.0,131.0
659000.0,146.0
474800.0,83.0
436400.0,122.0
371900.0,100.0
571300.0,95.0
531800.0,132.0
335900.0,63.0
658300.0,161.0
495800.0,130.0
198100.0,59.0
493200.0,155.0
103300.0,25.0
330800.0,126.0
346900.0,91.0
274200.0,62.0
649100.0,154.0
262900.0,45.0
383700.0,118.0
473900.0,123.0
772700.0,114.0
557200.0,159.0
606000.0,120.0
362400.0,109.0
697000.0,131.0
816500.0,195.0
699400.0,150.0
384300.0,104.0
357800.0,123.0
781000.0,172.0
940600.0,195.0
676000.0,153.0
311900.0,90.0
439717.0,121.0
561800.0,119.0
323500.0,58.0
758000.0,159.0
576000.0,114.0
441400.0,107.0
725300.0,143.0
409400.0,70.0
828400.0,176.0
758600.0,112.0
490000.0,137.0
719200.0,125.0
255500.0,45.0
738600.0,182.0
724500.0,107.0
518200.0,139.0
668200.0,128.0
354700.0,49.0
494300.0,103.0
627000.0,119.0
465800.0,106.0
500700.0,126.0
409900.0,67.0
783800.0,173.0
393800.0,75.0
609400.0,150.0
121400.0,33.0
333500.0,76.0
589900.0,153.0
187800.0,49.0
433700.0,136.0
657300.0,147.0
475700.0,85.0
582200.0,150.0
31600.0,11.0
374600.0,117.0
580100.0,116.0
413600.0,74.0
618700.0,198.0
381500.0,73.0
552900.0,145.0
469700.0,68.0
330200.0,155.0
614500.0,114.0
582400.0,92.0
414700.0,118.0
609862.0,157.0
634900.0,132.0
96400.0,17.0
156500.0,55.0
451300.0,136.0
661100.0,128.0
263600.0,53.0
356800.0,169.0
509900.0,60.0
439800.0,87.0
225100.0,37.0
153700.0,40.0
642400.0,162.0
343400.0,73.0
388800.0,113.0
600300.0,137.0
324400.0,82.0
756300.0,167.0
362400.0,61.0
603100.0,150.0
426100.0,121.0
143100.0,40.0
732500.0,175.0
177200.0,46.0
393100.0,124.0
283900.0,69.0
76900.0,29.0
420500.0,103.0
179600.0,39.0
405600.0,123.0
429200.0,120.0
225200.0,50.0
469900.0,126.0
506700.0,68.0
478800.0,138.0
512800.0,119.0
91400.0,24.0
664000.0,163.0
284600.0,53.0
508300.0,127.0
338500.0,101.0
204600.0,61.0
472900.0,158.0
270800.0,51.0
448700.0,107.0
574200.0,144.0
416600.0,73.0
582800.0,139.0
456100.0,88.0
372200.0,82.0
557000.0,127.0
263900.0,55.0
517500.0,140.0
485300.0,84.0
361500.0,114.0
325100.0,91.0
568500.0,111.0
533800.0,132.0
373600.0,70.0
479800.0,128.0
343500.0,97.0
196100.0,33.0
480500.0,156.0
155200.0,43.0
324000.0,112.0
380700.0,103.0
157500.0,26.0
744000.0,189.0
266400.0,71.0
304900.0,106.0
525100.0,126.0
30700.0,9.0
579300.0,174.0
92000.0,44.0
324900.0,117.0
190100.0,82.0
15500.0,2.0
328100.0,151.0
505800.0,68.0
322700.0,82.0
597100.0,132.0
1500.0,1.0
801000.0,227.0
395300.0,69.0
572900.0,131.0
603500.0,124.0
169900.0,31.0
670300.0,183.0
358800.0,71.0
550500.0,141.0
674800.0,116.0
223700.0,51.0
549600.0,123.0
956400.0,160.0
394400.0,127.0
486000.0,113.0
527096.0,109.0
915800.0,228.0
480700.0,95.0
388300.0,118.0
527400.0,119.0
493100.0,108.0
790700.0,177.0
761500.0,115.0
451083.0,129.0
631900.0,132.0
82800.0,27.0
675900.0,148.0
603300.0,112.0
298400.0,77.0
572900.0,119.0
578700.0,118.0
880600.0,178.0
432000.0,97.0
528900.0,161.0
472000.0,104.0
177200.0,46.0
529700.0,147.0
363800.0,78.0
497100.0,139.0
489000.0,137.0
1015200.0,202.0
161000.0,39.0
421400.0,94.0
423800.0,108.0
671900.0,146.0
737200.0,179.0
649500.0,174.0
400600.0,84.0
412100.0,131.0
489300.0,127.0
482700.0,100.0
667400.0,193.0
105300.0,33.0
580200.0,127.0
762300.0,168.0
487600.0,94.0
752800.0,181.0
265100.0,72.0
676200.0,176.0
516000.0,118.0
740100.0,130.0
943300.0,240.0
331221.0,65.0
876700.0,180.0
284600.0,60.0
263900.0,134.0
239900.0,62.0
553400.0,83.0
517500.0,141.0
644250.0,174.0
595000.0,126.0
432500.0,98.0
345500.0,54.0
302800.0,122.0
51500.0,24.0
322200.0,70.0
858300.0,206.0
390700.0,72.0
443200.0,121.0
645400.0,146.0
750200.0,105.0
694100.0,177.0
227400.0,60.0
556500.0,141.0
735200.0,140.0
363200.0,72.0
771900.0,199.0
162700.0,41.0
325200.0,95.0
415400.0,112.0
514600.0,90.0
488900.0,171.0
100.0,1.0
476700.0,141.0
527096.0,109.0
858900.0,154.0
833200.0,246.0
331221.0,65.0
448700.0,148.0
121500.0,61.0
608800.0,140.0
476800.0,178.0
100.0,1.0
411900.0,119.0
381800.0,127.0
923200.0,151.0
686100.0,178.0
283500.0,59.0
480400.0,116.0
786900.0,149.0
924000.0,177.0
512800.0,134.0
216400.0,45.0
375400.0,121.0
300000.0,93.0
438300.0,117.0
610900.0,165.0
244700.0,55.0
286900.0,121.0
69600.0,54.0
296600.0,93.0
554100.0,161.0
283600.0,45.0
231600.0,98.0
397900.0,81.0
528700.0,118.0
447600.0,147.0
367500.0,74.0
376700.0,129.0
502600.0,127.0
66800.0,12.0
702900.0,221.0
77800.0,41.0
399000.0,126.0
248900.0,98.0
335400.0,104.0
476200.0,135.0
218400.0,55.0
468700.0,135.0
380500.0,103.0
1126800.0,227.0
565400.0,158.0
462000.0,86.0
347800.0,124.0
343000.0,90.0
749900.0,110.0
516200.0,167.0
82100.0,34.0
561300.0,134.0
549500.0,149.0
77100.0,21.0
543700.0,192.0
347700.0,56.0
546400.0,135.0
527096.0,109.0
454200.0,98.0
640600.0,180.0
334700.0,53.0
448600.0,122.0
717000.0,130.0
747100.0,108.0
693700.0,189.0
217000.0,35.0
451083.0,129.0
607900.0,101.0
494800.0,91.0
1047500.0,247.0
673300.0,149.0
469700.0,126.0
492000.0,158.0
361300.0,99.0
587600.0,211.0
480500.0,97.0
346000.0,112.0
588900.0,144.0
441900.0,107.0
733800.0,188.0
836800.0,166.0
6300.0,13.0
456900.0,103.0
872300.0,127.0
918200.0,189.0
626700.0,115.0
392500.0,91.0
686600.0,147.0
232200.0,48.0
604300.0,202.0
559800.0,110.0
480200.0,117.0
663300.0,147.0
270300.0,45.0
427700.0,102.0
495900.0,65.0
423300.0,101.0
430700.0,115.0
833600.0,203.0
702100.0,134.0
665400.0,118.0
432600.0,124.0
870000.0,194.0
507700.0,113.0
604000.0,129.0
535700.0,90.0
542800.0,148.0
579400.0,126.0
65700.0,20.0
679900.0,167.0
226200.0,47.0
551700.0,136.0
695700.0,132.0
406500.0,79.0
470200.0,80.0
494700.0,64.0
372500.0,125.0
342000.0,101.0
359000.0,75.0
672600.0,256.0
256000.0,44.0
423900.0,157.0
524400.0,108.0
632000.0,128.0
405600.0,90.0
616200.0,96.0
569700.0,129.0
428883.0,114.0
461700.0,106.0
330000.0,60.0
256300.0,47.0
183200.0,69.0
513300.0,134.0
434500.0,75.0
262400.0,76.0
542800.0,87.0
553300.0,157.0
474000.0,123.0
787800.0,152.0
361500.0,86.0
221600.0,45.0
492700.0,125.0
179400.0,60.0
454600.0,119.0
57400.0,41.0
25100.0,19.0
475900.0,118.0
336700.0,82.0
596300.0,106.0
371000.0,97.0
353300.0,63.0
666300.0,154.0
749700.0,142.0
77100.0,16.0
759000.0,171.0
190800.0,48.0
365500.0,117.0
497400.0,137.0
590900.0,121.0
430700.0,134.0
361800.0,55.0
365400.0,123.0
501500.0,126.0
89800.0,18.0
464900.0,106.0
380400.0,71.0
578600.0,121.0
434600.0,116.0
87100.0,16.0
68100.0,44.0
507200.0,91.0
452800.0,140.0
758200.0,170.0
510800.0,89.0
471500.0,145.0
103500.0,30.0
350500.0,112.0
430361.0,89.0
320700.0,112.0
305000.0,74.0
126700.0,39.0
312000.0,119.0
605000.0,125.0
22400.0,3.0
218100.0,69.0
267800.0,44.0
447700.0,135.0
458800.0,108.0
349600.0,94.0
470300.0,142.0
207500.0,51.0
442400.0,146.0
592500.0,157.0
673700.0,138.0
396800.0,114.0
449400.0,109.0
569600.0,146.0
666800.0,162.0
632700.0,123.0
444200.0,96.0
414300.0,85.0
515400.0,143.0
743500.0,165.0
201900.0,60.0
208100.0,58.0
505500.0,79.0
352900.0,129.0
385200.0,138.0
921100.0,171.0
68400.0,33.0
118500.0,25.0
382300.0,145.0
1400.0,3.0
307300.0,84.0
25600.0,21.0
752500.0,93.0
611100.0,149.0
430361.0,89.0
784500.0,191.0
248600.0,64.0
329700.0,98.0
416000.0,118.0
593308.0,122.0
564300.0,137.0
924500.0,206.0
656900.0,114.0
467600.0,127.0
644700.0,154.0
547300.0,102.0
726700.0,175.0
505000.0,107.0
509000.0,130.0
682800.0,185.0
345200.0,74.0
653500.0,151.0
372300.0,85.0
337700.0,116.0
509100.0,137.0
227600.0,63.0
448700.0,138.0
604200.0,119.0
413500.0,114.0
498000.0,139.0
399900.0,79.0
781800.0,171.0
197200.0,49.0
404900.0,120.0
413200.0,119.0
858300.0,214.0
447500.0,96.0
641100.0,134.0
506600.0,144.0
258700.0,104.0
322400.0,75.0
455400.0,162.0
304000.0,60.0
479300.0,131.0
499800.0,128.0
487500.0,88.0
598500.0,159.0
246900.0,49.0
480300.0,155.0
687300.0,120.0
145900.0,48.0
697100.0,177.0
